Año,Distrito,Género,Rango_etario,Ord_rango_etario,Frecuencia
2024,Norte-Orán,Mujeres,30-39 años,7,335
2024,Norte-Orán,Mujeres,40-49 años,8,184
2024,Norte-Orán,Mujeres,50-59 años,9,74
2024,Norte-Orán,Mujeres,6-10 años,2,60
2024,Norte-Orán,Mujeres,60-74 años,10,71
2024,Norte-Orán,Mujeres,Más de 74 años,11,18
2024,Norte-Orán,Mujeres,Sin especificar,12,59
2024,Norte-Orán,Varones,0-5 años,1,22
2024,Norte-Orán,Varones,11-14 años,3,26
2024,Norte-Orán,Varones,15-17 años,4,24
2024,Norte-Orán,Varones,18-21 años,5,22
2024,Norte-Orán,Varones,22-29 años,6,86
2024,Norte-Orán,Varones,30-39 años,7,109
2024,Norte-Orán,Varones,40-49 años,8,102
2024,Norte-Orán,Varones,50-59 años,9,40
2024,Norte-Orán,Varones,6-10 años,2,34
2024,Norte-Orán,Varones,60-74 años,10,37
2024,Norte-Orán,Varones,Más de 74 años,11,9
2024,Norte-Orán,Varones,Sin especificar,12,25
2024,Norte-Tartagal,Mujeres,0-5 años,1,36
2024,Norte-Tartagal,Mujeres,11-14 años,3,77
2024,Norte-Tartagal,Mujeres,15-17 años,4,77
2024,Norte-Tartagal,Mujeres,18-21 años,5,172
2024,Norte-Tartagal,Mujeres,22-29 años,6,433
2024,Norte-Tartagal,Mujeres,30-39 años,7,456
2024,Norte-Tartagal,Mujeres,40-49 años,8,278
2024,Norte-Tartagal,Mujeres,50-59 años,9,127
2024,Norte-Tartagal,Mujeres,6-10 años,2,37
2024,Norte-Tartagal,Mujeres,60-74 años,10,88
2024,Norte-Tartagal,Mujeres,Más de 74 años,11,22
2024,Norte-Tartagal,Mujeres,Sin especificar,12,61
2024,Norte-Tartagal,Varones,0-5 años,1,34
2024,Norte-Tartagal,Varones,11-14 años,3,21
2024,Norte-Tartagal,Varones,15-17 años,4,18
2024,Norte-Tartagal,Varones,18-21 años,5,22
2024,Norte-Tartagal,Varones,22-29 años,6,118
2024,Norte-Tartagal,Varones,30-39 años,7,159
2024,Norte-Tartagal,Varones,40-49 años,8,82
2024,Norte-Tartagal,Varones,50-59 años,9,71
2024,Norte-Tartagal,Varones,6-10 años,2,36
2024,Norte-Tartagal,Varones,60-74 años,10,42
2024,Norte-Tartagal,Varones,Más de 74 años,11,12
2024,Norte-Tartagal,Varones,Sin especificar,12,35
